,coe,res,pvalue
maugaum,-2.266969352,-0.222610607,0.677307762
ethnic1H.E.B. - Highly Evolved Being,-0.407031376,-7.89E-17,0.678264961
pk_germeverything,NA,-0.065309313,0.678264961
ethnic1Slovak,-0.223820071,9.62E-17,0.679271081
pk_germmines,NA,-7.95E-17,0.679271081
ethnic1no,0.818775587,-3.65E-15,0.679446108
pk_germi don__ know,0.312886391,-0.083918385,0.679446108
maugapresident of the republic of congo,-0.352548652,5.46E-17,0.680039351
mauga2093,0.635925881,0.013086168,0.680375233
hopeful,-0.012722383,2.86E-16,0.68073811
pk_cjusjury,0.262495217,1.81E-16,0.68073811
race1a_1,0.919436493,-2.56E-16,0.682027499
ethnic2yes,0.684445646,6.56E-17,0.682378039
"ethnic2English, Irish,",0.023868481,5.98E-16,0.682730303
pk_germtreasury,-0.885022265,7.10E-16,0.682730303
maugadon't know and never heard of him.,0.903057142,-0.169793659,0.682760952
ethnic1White Caucasian,1.686033315,-1.14E-16,0.682841683
pk_germpm of grermany,0.243424803,-1.75E-16,0.682841683
maugadepartment of education,0.233656672,-1.39E-16,0.683016301
maugalaw,0.801534883,-0.123332362,0.683038666
"ethnic1Cherokee, irish, polish, English, dutch",-0.917042486,-0.112213262,0.683714464
pk_germchancelor of grrmany,NA,0.177815709,0.683714464
maugatreasurer,-0.24916035,-0.196168627,0.683751007
ethnic1Polish-German,NA,2.37E-16,0.683793648
pk_germjuduj,NA,3.67E-16,0.683793648
ftrepublicanparty,-0.000413977,0.007267016,0.684696986
pk_cjusno idea,0.127956311,1.22E-16,0.684696986
ethnic1Ghanaian,NA,-1.58E-16,0.685584617
pk_germdutchess,NA,2.55E-16,0.685584617
ethnic1i like,0.26158594,1.28E-15,0.68596344
pk_germgerman chanceler,NA,-0.014758679,0.68596344
relig1_11_TEXT Christian Reformed,0.330420631,-0.150573449,0.686016377
pk_cjussupreme court head man,1.289762852,-2.93E-17,0.686016377
bsauth,0.015038641,1.35E-16,0.686281712
pk_cjuspolitical officer,NA,-1.25E-16,0.686281712
maugapolical,-0.611010787,0.116888464,0.686337597
ethnic1white or caucasian,0.061785417,-5.77E-16,0.68720002
pk_germpolitical advisor,-0.323581729,-0.040469557,0.68720002
mauganever heard of,-0.309377226,5.10E-16,0.687229167
relig1_11_TEXTEpiscopalian,-0.264173913,-3.70E-16,0.687466103
pk_cjusu.s chief justice,NA,0.075507052,0.687466103
maugachancellor,0.000102332,2.48E-16,0.687743776
ethnic2NONE,0.069091725,-0.058046978,0.687748997
ethnic2Wite,0.629700979,3.61E-16,0.688137031
pk_cjusdunt,NA,-2.35E-16,0.688243092
"pk_cjuschief justice of the supreme court, u.s.",-0.16673701,0.101228799,0.688316741
"ethnic2Jewish, Israeli",-0.25346149,-0.064556958,0.688779072
pidstr3_dr,-0.032624391,1.72E-16,0.688779072
pk_cjusassoc governor,NA,8.53E-17,0.690428503
ethnic2African american,1.065850273,5.51E-16,0.691537884
pk_germpresident of germany,-0.102362328,-7.98E-16,0.691537884
pk_cjusjdjdjd,NA,0.05972941,0.691808793
maugahead shaman,NA,2.88E-16,0.692505752
pk_cjusinspector general,-0.318501272,5.78E-17,0.692760601
pk_cjus10,NA,-9.40E-17,0.692916641
ethnic1British,-0.057804181,9.52E-16,0.69333316
pk_germchancellor of germany since 2005,NA,-0.011231063,0.69333316
exphelp,-0.010876967,1.59E-16,0.693455957
pk_cjussentor,NA,-2.68E-16,0.693455957
pk_cjuschief justice of the supreme couet,NA,0.127732752,0.693480453
race1b_5,-0.128232302,-0.118717622,0.694089662
maugaindep,0.17887655,3.74E-17,0.694122164
ethnic1Kekistani,-0.135613098,6.04E-16,0.69436552
pk_germghj,NA,-0.25272896,0.69436552
ethnic2777. NA: Form 1,NA,5.38E-16,0.694845093
pk_germpres of germany,-0.5414449,3.08E-17,0.694845093
ethnic2WEstern European,0.371296024,0.226450979,0.695301425
ethnic1Human,1.471637301,-1.61E-16,0.695441919
pk_germfirst minister,NA,0.157651313,0.695441919
ethnic1polish,-0.575635296,-0.054284157,0.695569017
pk_germjerk,NA,6.01E-16,0.695569017
groupid2b_hpi,NA,-9.42E-17,0.695634696
ethnic2irish american,0.0011937,-2.31E-16,0.695682854
form,NA,-0.374824418,0.695682854
pidstr,0.103620613,-3.32E-16,0.695749861
pk_cjussupreme  court,NA,0.065396632,0.695749861
ethnic1agree,-0.808239479,5.22E-16,0.695882852
pk_germbundes cancellor,0.62890504,0.143770475,0.695882852
pk_cjushouse of representative,0.454576655,1.17E-16,0.696431312
forgive4,0.038881481,-0.043751172,0.696868273
pk_cjuschief justice us supreme court,-0.192388382,0.083311948,0.69734943
immignum,0.008490519,0.028586655,0.697489544
pk_cjusscj,-0.529936267,7.22E-17,0.697489544
ethnic1European (bohemian),0.27934044,2.78E-17,0.697602071
pk_germdemocrats,NA,3.44E-16,0.697602071
ethnic2english,0.541137139,-0.060212424,0.69787529
pk_germtitle unknown,-0.480143717,-6.85E-17,0.69787529
loans2,0.011474221,0.014183703,0.698202397
pk_cjussenet,-0.038572608,2.23E-16,0.698202397
relig1_11_TEXTPagan,0.251127929,7.18E-17,0.698367426
"pk_germ france has operated solistically, ever",NA,3.01E-16,0.698367426
groupid3a_asi,-0.116430762,6.95E-16,0.698569108
maugago enter,-0.095003,-0.042222409,0.699610503
maugagovernor of guam,-0.148349522,1.02E-16,0.700337334
ethnic2999. Missing,0.327020537,1.08E-16,0.700794962
pk_germpres. of germany,NA,-5.21E-16,0.700794962
ethnic1German Scotch Irish English,-1.194621418,6.01E-16,0.70104672
pk_germdonot know,NA,0.318927033,0.70104672
maugagovernor of samoa,NA,-1.47E-16,0.701728744
ethnic2Lebanese,0.260951961,-1.05E-16,0.701849719
race1_white,NA,0.271786559,0.701849719
expbuyus,0.053111942,-0.11962965,0.702046984
pk_cjushead supreme court justice,NA,2.39E-16,0.702197589
maugacurrent lieutenant governor of american samoa,NA,4.30E-16,0.702241861
ethnic1English/German/Irish,0.250656096,0.007428243,0.702261618
pk_germcrazy,NA,3.00E-16,0.702261618
ethnic2Caucasian,0.262232763,0.267126203,0.702963787
pk_germserving as the chancellor of germany,NA,-0.216226422,0.702963787
maugadon't know/never heard of,-0.185488423,-0.136907466,0.703111551
wall7,0.007255769,-2.41E-16,0.703384401
pk_cjusscotus justice,NA,9.72E-17,0.703384401
pk_cjusdon't remember,0.818559071,2.01E-16,0.7035077
maugait,0.323437649,-3.51E-16,0.703555572
pk_cjus12,NA,-7.34E-15,0.704297728
pk_cjusforgot,-0.184349301,0.344971865,0.705103196
maugasamoan governor,-1.426752449,1.66E-16,0.705628345
pk_cjusdont jbow,-1.353443867,-0.009497302,0.706454279
ethnic2IRISH,0.021329366,3.46E-17,0.70647645
serious,0.001117937,0.019418343,0.70647645
forgive5,0.080257944,-0.174164977,0.706633767
ethnic1Na,-0.245100899,0.115205269,0.708019979
pk_germhot dog vendor,NA,0.052394796,0.708019979
pk_cjusdemocrata,NA,-2.10E-16,0.70857044
ethnic2kkjjjhhjkmm ik jklukopp,31.69685307,-3.85E-16,0.708608708
pid7,-0.006285875,-4.30E-17,0.708608708
ethnic2Bonham,-0.250923573,-0.043437451,0.708703778
pk_germsecretary of state,-0.352046419,0.014335461,0.708703778
ethnic1Syrian/Filipino,-1.105387442,4.88E-16,0.709122273
pk_germnever heard of her,0.049817166,1.15E-16,0.709122273
ethnic2fgb,1.655245436,-6.80E-16,0.709165177
pk_germunknown,0.067905722,-0.166055494,0.709165177
relig1_11_TEXTHebrew Israelites,0.473505281,4.73E-16,0.709372953
pk_cjusunknown,-0.585604912,2.04E-16,0.709372953
pk_cjus1977,NA,0.009497302,0.709481245
pk_cjus1955,NA,0.305646552,0.709524121
ethnic2i dont know,0.962870332,-0.097096248,0.709691835
asians_3,0.035536372,-0.06532776,0.709691835
"ethnic1I'm Irish, but my nationality is American, as in The United States.",0.401221674,-6.05E-16,0.709942905
pk_germgerman chancollor,NA,2.29E-17,0.709942905
children,-0.024950549,1.62E-16,0.709993009
ethnic2Congolese,0.378597075,0.185652542,0.710780222
pk_germstate representative,NA,1.21E-16,0.710780222
pk_cjusdont knlw,0.554565762,-1.03E-16,0.710898754
pk_cjusdirector,NA,-3.73E-16,0.711402061
relig1_11_TEXTsatanist,1.209653012,0.052440505,0.711507036
pk_germ leader of the centre-right,-0.19125976,-4.06E-16,0.711507036
maugaprotection department officer,NA,-2.13E-16,0.711569253
maugasamoa lt govenor,NA,6.54E-17,0.711576686
maugasupreme court judge,-0.427344544,-3.28E-16,0.711599451
fttransppl,-0.000166619,2.64E-16,0.712230934
pk_cjusno,0.661760457,1.81E-16,0.712230934
ethnic1Italian/Irish/Dutch,0.884255036,-1.97E-15,0.712581364
pk_germgermany's chancelor,NA,-6.82E-17,0.712581364
maugasurf instructor,-0.087377195,-2.99E-17,0.713373893
maugaunited nations ambassador,-0.054247766,-0.007211737,0.713395379
ethnic2Completed Jew in Yeshua/Jesus,NA,3.56E-17,0.713934706
pk_germstate governor,NA,-9.01E-16,0.713934706
ethnic1its very good and i love it,0.204561028,0.073438961,0.714389493
pk_germgermany's leader,0.239897104,3.30E-16,0.714389493
ethnic1just american,0.28900367,3.37E-17,0.71447573
pk_germgfgfgf,NA,-0.133867318,0.71447573
maugadog catcher,-0.066425368,0.07351997,0.715132119
maugalieutenant governor american samoa,-0.052411552,3.29E-16,0.716114965
ethnic1excellent,-0.179619407,5.96E-18,0.716220494
pk_germdirector,NA,7.18E-17,0.716220494
maugacounselor,0.586377366,3.06E-16,0.716452138
ethnic2Cambosian,1.912560253,2.29E-16,0.716739233
pk_germsecuerty,0.218142037,2.97E-16,0.716739233
ethnic1Pittsbugher,-0.088165654,1.21E-16,0.716977483
pk_germjejejjeje,NA,-0.118995371,0.716977483
ethnic1ethnic,-0.107787411,-0.083918385,0.717053177
pk_germdeez nuts,2.281644732,0.00591786,0.717053177
pk_cjusjohn glover roberts,0.167897712,-0.013276502,0.7174003
maugapolitical figure,0.588826029,-0.088707136,0.717502814
ethnic2Irish decent,0.210132763,0.029988184,0.718071945
XGOVT,-0.033985834,-0.320808686,0.718071945
mauga!:!: d,NA,-0.168701243,0.71844642
ethnic1is veir cool,1.296526015,0.049601762,0.718941655
pk_germgerman prime minsiter,-0.075683523,9.80E-17,0.718941655
immpres7,0.009992685,0.039211284,0.719780639
pk_cjusnonw,0.131903755,7.11E-16,0.719780639
pk_cjuschief justice of  supreme court,-0.490710583,-1.35E-16,0.720603373
ethnic1Panamanian/Cuban,-0.056742838,-8.47E-16,0.720663119
pk_germit,NA,-0.113275907,0.720663119
pk_cjusi don't know.,-0.940244865,-0.027219273,0.72084982
billtax2,0.007887649,-0.174368531,0.720851639
pk_cjuspreacher,-3.490876079,4.47E-17,0.720851639
ethnic1Norwegian,-0.89126588,-3.00E-16,0.721136474
pk_germidc,0.126552031,-8.96E-16,0.721136474
maugastate,-0.800453195,3.73E-16,0.721722299
pk_cjusi don__ know,-0.119269608,0.152020474,0.722598459
knowtran2_3,-0.375666181,2.07E-16,0.722639638
ethnic1European,0.414004463,0.015356735,0.722847956
pk_germdemocratic party,NA,1.65E-16,0.722847956
ethnic1Romanian,NA,6.26E-16,0.722950456
pk_germleader of cdu,0.187074874,-2.81E-16,0.722950456
mauganothing,0.465652711,-5.82E-17,0.723130291
ethnic1The world,NA,-0.10155235,0.723325592
pk_germno,-1.219082749,1.28E-15,0.723325592
ethnic1no consider,NA,0.041022282,0.724173073
pk_germi dont know,-0.269104553,1.55E-17,0.724173073
"ethnic1English, Dutch Irish, German",0.434612957,0.014492501,0.725078239
pk_germcouncilor of germany,0.353393122,-0.073438961,0.725078239
ethnic2korean,0.134173595,-4.10E-16,0.725091143
pid7str,0.074343477,4.99E-16,0.725091143
relig1_11_TEXTChristian,-0.073774588,-9.10E-16,0.726403934
pk_cjustoo common of a name,NA,0.000137557,0.726403934
meeting,0.038056676,-1.63E-16,0.726500822
pk_cjusjustice supream,NA,3.72E-16,0.726500822
maugastate representative,-0.256920722,1.38E-16,0.726643011
maugamayor,0.130681626,4.64E-17,0.726977349
maugagarbage handler,NA,0.233183607,0.727010606
pathway,-0.008335165,-2.62E-16,0.727286023
pk_cjussearch results featured snippet from the,0.555551492,2.64E-16,0.727286023
ethnic2Not sure,0.362531573,-6.16E-16,0.7278698
ethnic1Native American,0.160982701,-0.171556139,0.728451292
pk_germhouse rep,0.101485163,-3.48E-17,0.728451292
"ethnic1GERMAN, IRISH",-0.583636195,1.05E-16,0.728579804
pk_germdont knpw,-0.729932625,9.13E-17,0.728579804
ethnic1goo,0.632798457,-2.56E-17,0.728747447
pk_germdw,NA,-0.254460375,0.728747447
maugai've never heard of him,NA,0.178661835,0.728915313
maugaking,NA,2.30E-16,0.729059184
maugagovernor samoa,-0.176912173,0.000126311,0.729069312
maugageneral,NA,0.088706122,0.729699413
ethnic2African Americans,0.208583594,3.02E-16,0.729778124
pk_germpress,-0.270713242,-5.95E-16,0.729778124
votemail1b,-0.008304991,-3.54E-16,0.729919074
pk_cjusjudge on the supreme court,-0.043848371,4.81E-16,0.729919074
ethnic1anglo-american,-1.39750553,-6.09E-16,0.729998032
pk_germcentre-right christian democratic union,NA,0.010821878,0.729998032
maugalieutentant governor of america samoa,-1.061275635,5.69E-14,0.730066876
mauga1942,0.217076589,-6.73E-17,0.730118033
pk_cjusfederal,NA,0.044565316,0.73013341
maugaidkk,NA,2.03E-16,0.730528856
maugao,-0.645897807,2.63E-16,0.73056583
ethnic1scottish,-0.521207202,-3.57E-16,0.730606373
"pk_germloo,k",NA,-0.112231664,0.730606373
maugademocratic,-0.676724815,-3.62E-16,0.73083808
pk_cjusdon't  know,0.706934035,-2.68E-16,0.730863503
relig1_11_TEXTjust plain christion,0.265580546,-8.12E-17,0.731160095
pk_cjuswerwr,NA,0.065585361,0.731160095
ethnic1ENGLISH,-0.438215239,-4.72E-17,0.731726148
pk_germcongress women,NA,6.30E-16,0.731726148
maugajsu__,1.0214879,2.90E-16,0.732515711
ethnic2Portuguese,0.118162273,0.132321655,0.732560391
maugadhdh,NA,-4.42E-16,0.733200797
ethnic1I strongly consider myself as part of the Human Race.,0.026147846,-4.54E-17,0.733693817
pk_germgerman chancler,NA,-4.62E-16,0.733693817
pk_cjusepstein compromised head of the scotus,NA,-3.14E-16,0.73415287
ethnic1swiss,-0.671104401,-0.102185143,0.734670069
pk_germnanaha,NA,1.85E-16,0.734670069
ethnic2Scottish,0.409400852,4.24E-16,0.735080721
pk_cjusdon__ know,0.060636019,-2.45E-16,0.735609621
pk_cjuschie justice,NA,2.46E-16,0.735812548
jbauth,0.011954773,2.34E-16,0.736360537
pk_cjusonto me,NA,-0.063924163,0.736360537
leastgrp,-0.003737365,-3.64E-16,0.736486422
pk_cjusrepublican,-0.429542661,-2.99E-16,0.736486422
ethnic1Irish Swedish,NA,-0.115534045,0.738440544
pk_germgerman politician,-0.084786576,3.40E-17,0.738440544
mauga1982,0.245319777,-0.148736165,0.738760516
race1b_4,-1.6869044,-3.00E-16,0.738890197
groupid2b_nat,-0.611829599,2.86E-16,0.7394084
ethnic2American of German descent,1.280773072,-6.45E-17,0.740027755
pk_germprime minster of england,0.400325865,-0.072825566,0.740027755
relig1_11_TEXTborn again christion.,0.331118193,0.161980855,0.740818901
pk_cjussuprime court nominee.,0.016372626,0.151642278,0.740818901
ethnic2White people,-0.05266609,1.19E-15,0.742293154
"ethnic1Polish,German",1.088961054,-7.45E-16,0.742888421
pk_germjustice,NA,-0.171969321,0.742888421
maugaun secretary general,-0.554304862,1.19E-18,0.74325798
(Intercept),889.3438998,-2.09E-16,0.743373895
pk_cjusjohn starks,NA,-9.00E-18,0.743373895
ethnic1Pakistani,-1.191087045,-1.15E-15,0.743936181
pk_germisnt that the english loudmouth lady?,NA,-0.100980734,0.743936181
pk_cjus2007,NA,6.08E-17,0.744653424
talk2,0.006205008,0.000137557,0.744674381
pk_cjuslieutenant governor,NA,-2.37E-16,0.744674381
relig1_11_TEXTCHRISTIAN,0.377260294,0.00727832,0.744807106
pk_cjustranslate,NA,1.25E-16,0.744807106
pk_cjushhs__,NA,-1.26E-17,0.745952578
forgive2a,0.01388954,0.066164763,0.746377425
ethnic2dfvgbh,-0.426892317,4.73E-17,0.746700673
pk_germsupreme justee,NA,1.63E-16,0.746700673
ethnic1All the country work together,0.413786712,2.51E-16,0.746859835
pk_germcampaign,NA,0.072709729,0.746859835
ethnic1Hn,-1.010656457,9.15E-16,0.747341986
pk_germfederal minister,NA,0.161700193,0.747341986
birthyr,-0.415738424,1.75E-16,0.747461769
rr4,0.009349801,1.77E-16,0.747467035
pk_cjussupreme court chief justice,0.06493529,4.37E-17,0.747467035
ethnic1german,-0.143174857,-0.074190585,0.748278288
pk_germdon't recall title,-0.263579628,0.117758931,0.748278288
ethnic1Pennsylvania Dutch,-0.618383137,-7.41E-17,0.748564862
pk_germit is the best,NA,0.111353099,0.748564862
maugalike,-3.099960639,8.94E-17,0.7487226
groupid2b_lat,0.136730276,7.91E-18,0.749618885
pk_cjusfounder of corporate,1.73231652,-7.95E-17,0.749960595
ethnic1White,-0.070535837,0.066510384,0.750785611
pk_germpm,-0.285115895,-0.115534045,0.750785611
mauganot a damn clue,NA,-7.51E-17,0.751493379
maugaidiot,0.067288443,-1.61E-16,0.751572816
fundmt2,0.008120758,-3.47E-18,0.751718885
pk_germ1998,NA,2.85E-16,0.751718885
ethnic1English/Irish,-0.337292418,-6.50E-16,0.75202738
pk_germcriminal,NA,4.71E-17,0.75202738
pk_cjus2020,NA,-1.18E-16,0.752192497
maugagovernor,0.020255111,-2.13E-16,0.752701306
ethnic2Dominican,0.397297915,-1.23E-16,0.752823393
pk_germthe chancellor of germany,-0.551549595,-0.11703157,0.752823393
bsleader1,-0.014655159,-7.22E-16,0.753002075
pk_cjusparty,NA,-9.92E-17,0.753002075
ethnic1Just American,0.52583658,-2.02E-16,0.753004909
pk_germghetto trash,NA,-3.40E-16,0.753004909
maugagoverno,-0.868092171,-4.14E-16,0.753287092
maugacounsilman,-1.058865103,4.39E-16,0.753571937
maugaexcelent,NA,1.08E-16,0.754026495
maugalobbyist,0.306473686,2.25E-16,0.75417556
maugagovernor of american samoa since 2013,0.440362129,5.17E-17,0.754255364
"ethnic1Irish, Danish",0.449414426,1.02E-17,0.754435313
pk_germgerman politician serving as the chancel,NA,-2.85E-16,0.754435313
socmed_5,-0.020080202,0.088548189,0.754777496
pk_germ2002,NA,0.146327733,0.754777496
richpoor2,0.01043182,-2.34E-16,0.754802412
pk_cjuspres,NA,0.148736165,0.754802412
sex,0.017631571,2.87E-16,0.755185584
ftdemocraticparty,0.000316969,-0.206546696,0.755540351
pk_cjusno idea.,NA,-1.73E-16,0.755540351
maugalegislators,NA,-3.00E-16,0.755578347
maugadon`t know,0.321994944,0.007203006,0.755943746
socmed_9,0.038065414,0.161700193,0.756087677
pk_germ2019,NA,-0.091158964,0.756087677
ethnic2no,1.498436961,5.40E-16,0.756620059
ethnic1Yes,1.031443795,-2.15E-16,0.756669633
pk_germpolitico,NA,3.48E-16,0.756669633
ethnic2caucasion american,-0.166978619,-9.24E-17,0.757157681
pk_germsomething in great britain,NA,-1.65E-16,0.757157681
duepro5,-0.063787513,6.26E-17,0.757605057
pk_cjusidkk,NA,-5.24E-17,0.757930879
maugadiplomat,-0.462053979,7.83E-16,0.759291096
pk_cjusdept. of agriculture,NA,4.74E-17,0.759391002
pk_cjusdoctor,NA,4.13E-16,0.759914534
maugadictator,0.551211187,-4.00E-17,0.760088463
maugawhat job or political office is held by lemanu peleti mauga?,-0.232412397,-0.06966394,0.760575061
ethnic2i dont have any problem with them,0.58811549,0.057840959,0.760709302
asians_2,0.004483962,3.39E-17,0.760709302
ethnic1Nigerian,-0.892078638,9.16E-17,0.760862835
pk_germi don't know my man is blank,NA,0.171774539,0.760862835
maugapresident of trump properties,0.238800173,-4.40E-16,0.761123273
maugaindependent,1.564352297,-6.68E-17,0.761253188
ethnic2ecuadorian,0.491510604,1.04E-15,0.761504865
pk_germthe third cabinet,0.973792974,-3.54E-16,0.761504865
pk_cjusdfgfdgdg,NA,0.113587932,0.761773472
maugapolitical offices,NA,0.097155058,0.762101201
mauga1955,-0.635108169,-0.070261153,0.762573573
lcd,0.005899299,-0.018139246,0.763043117
pk_cjuspresident of the supreme court,NA,-8.71E-17,0.763043117
maugamexican leader,-0.048421782,0.027603524,0.763970404
pk_cjusin white house,-0.357672655,0.025324212,0.764053815
maugaus rep,-0.909810805,5.33E-17,0.764117632
maugalt governor,-0.509205257,0.053400602,0.764693536
maugadont know,0.119924758,1.07E-16,0.764747295
moneyorg,0.02930942,0.016046076,0.765269208
pk_cjusjustice suprem court,-0.314996908,-2.20E-16,0.765269208
ethnic2Israelites,1.653538954,-7.20E-17,0.766199825
USIPAddress,-0.057615855,1.15E-15,0.766199825
expshark,0.050871883,2.28E-17,0.766294019
maugai__e never heard of this person.,NA,2.71E-18,0.76705155
ethnic1Asian American,-1.537630165,-0.105554846,0.76707716
pk_germchairman of finance,0.553924734,-0.248865131,0.76707716
maugael presidente,NA,9.66E-17,0.767688406
maugagobernor,NA,-4.88E-17,0.76809466
viol2a,-0.074629896,1.40E-16,0.768098817
maugacars,0.236373556,-1.94E-16,0.769100524
maugaplummer,NA,-1.81E-16,0.769107864
maugasupreme court,0.19950895,1.36E-16,0.76916286
mauga lieutenant governor of american samoa,-0.738895046,1.47E-16,0.769163485
maugasecratar,-0.592851012,1.20E-16,0.7691903
ethnic1european white,-0.067704612,-2.35E-16,0.769351473
pk_germdepartment of homeland security,NA,-5.10E-17,0.769351473
"ethnic2English, german, irish",1.150909243,7.60E-17,0.769839266
pk_germtreasurer,1.530037521,5.31E-16,0.769839266
ethnic1Spanish,0.209009682,-1.88E-17,0.770216215
pk_germmovie star,NA,4.59E-16,0.770216215
moralcert4,0.054408698,-0.19620955,0.770776979
maugaprosecutor,0.458600872,1.16E-16,0.770829901
race1a_4,-0.289472819,-3.26E-16,0.770850698
ethnic1IRISH,0.337425146,8.24E-18,0.771600718
pk_germgerman federal chancellor,NA,2.84E-16,0.771600718
ethnic2America,-0.370212008,-1.90E-16,0.77186024
pk_germprime imnister of germany,NA,-0.190569916,0.77186024
ethnic1Africa Americans,-0.654637499,0.087474195,0.771911711
pk_germas the chancellor of germany since 2005.,NA,4.91E-16,0.771911711
ethnic1Asian Indian,-1.79368887,7.34E-17,0.772541684
pk_germchancel of germany,NA,0.129849014,0.772541684
pk_cjus2010,NA,0.209544644,0.772618301
maugasecetary of state,-0.79890955,-1.81E-16,0.772643927
ethnic2Barbadian,0.207135901,0.049614647,0.772719233
pk_germrepresenative,-1.288020779,-1.77E-17,0.772719233
moneycand,-0.030732576,-4.03E-16,0.773010691
pk_cjuslead supreme court justice,0.58842246,9.72E-17,0.773010691
ethnic2Portugese,0.023370392,-6.52E-17,0.773098542
votemail1a,0.006717391,1.83E-16,0.773104351
pk_cjusjudge in supreme court,NA,-0.226896484,0.773104351
relig1_11_TEXTborn again,0.294282479,0.036540864,0.773181907
pk_cjussupreme court. justice.,-0.050019871,2.86E-16,0.773181907
ethnic1Irish/German,-0.459410919,-9.64E-16,0.773264988
pk_germgerman prime ministet,NA,0.362957795,0.773264988
mutual,0.010715894,-0.091158964,0.773340164
pk_cjusrepresentative,-0.083108096,0.06532776,0.773340164
ethnic1I don__ want wowyw,2.470078529,-1.14E-17,0.773940113
pk_germgerman,0.321890645,-5.33E-16,0.773940113
ethnic2it is good relation,0.445774932,0.210465638,0.775341719
age,-0.415202125,-2.72E-16,0.775341719
maugademocreat,0.046173778,0.254460375,0.775353452
ethnic2Mexicsn American,0.263105711,0.177178914,0.775681516
mixed,NA,-6.33E-17,0.775681516
maugabdjdbd,NA,-0.167911559,0.7758326
maugaczar,NA,0.559501796,0.775883145
mauga1000,0.510649019,-1.41E-16,0.776693787
maugasecretly,0.393625285,-1.31E-16,0.776971427
pk_cjus2001,2.302101805,2.95E-16,0.777083956
pk_cjusfnfhjf,NA,-3.40E-17,0.777254264
ethnic1good and nice,3.826997254,3.46E-16,0.777639788
pk_germere rag wgwg,NA,1.52E-15,0.777639788
ethnic1Anglo-Saxon,0.158483971,-7.38E-17,0.77830481
pk_germceo,-0.370791605,3.16E-16,0.77830481
relig1_11_TEXTNo affiliation,-0.301973777,0.157502605,0.778516157
pk_cjuswikpedia,NA,0.022603714,0.778516157
ethnic2Irish,0.287221758,1.80E-16,0.778735202
dejavu,-0.031400306,1.82E-17,0.778735202
ethnic1Don__ know,-0.773089456,4.17E-16,0.779205728
pk_germchef,NA,9.82E-17,0.779205728
lcr,0.005354427,-0.068399214,0.779356941
pk_cjuspresident of the us supreme court,1.925481504,-6.30E-17,0.779356941
forgive2b,-0.04344384,-2.82E-16,0.779448694
pk_cjusdont know,-0.179650986,-0.029778472,0.779611477
maugagrand pombah,0.298182312,-0.197188725,0.779933607
dtknow,0.001767558,0.299252497,0.780207916
pk_cjusofficial job,NA,0.069481541,0.780207916
ethnic2Caucasians,-1.480397799,-4.65E-16,0.781207384
pk_germshit do go his can but they c the ju,NA,0.105018734,0.781207384
maugasamoan official,NA,1.50E-16,0.781237124
ethnic1Cambodian,0.708439008,-1.99E-16,0.781258272
pk_germchancellor of gremany,1.016222346,-7.55E-17,0.781258272
ftasian,-0.000172715,-7.36E-16,0.781432878
pk_cjusncnc,NA,-0.011122405,0.781432878
groupid3b_nat,0.168059897,0.160528879,0.781524367
maugapentagon,-2.429434368,-2.14E-17,0.781652648
socmed_7,0.026886352,0.178997767,0.782572065
pk_germ2009,NA,8.69E-16,0.782572065
maugaambassador,0.047908629,0.127688373,0.782840279
ethnic1American White European,-0.748359313,-2.85E-16,0.783519529
pk_germcanciller de alemania,NA,-0.061413308,0.783519529
ethnic1english french irish scottish german,0.328819173,0.052394796,0.783784012
pk_germconngress,0.21432457,-0.058459779,0.783784012
duepro3,-0.043340382,-8.06E-17,0.783859494
ethnic1xdffdfds,-0.108599286,-0.042976913,0.784315035
"pk_germpolitician, scientist",NA,-0.104901727,0.784315035
maugapresident of italy,NA,-4.97E-17,0.78483843
relig1_11_TEXTJehovah's Witness,-0.22356796,3.12E-16,0.785437911
pk_cjusus supreme justice,0.249410461,-6.55E-16,0.785437911
ethnic2Good,0.791054019,-3.30E-16,0.785514877
whites_1,0.034044994,2.79E-16,0.785514877
pk_cjusi dont 3,NA,-1.64E-16,0.785518337
maugalieutenant governor of american samoa,-0.072365017,0.168701243,0.785998299
ethnic1nothing,0.812910103,-0.210465638,0.786393327
pk_germim not sure,NA,-1.88E-16,0.786393327
maugasghj,NA,-1.21E-16,0.78657563
race1a_5,-14.8862852,0.29364822,0.786581145
pk_cjuschief justice of the u.s. supreme court,0.841809831,3.40E-16,0.786741308
ethnic2Arab,1.102223291,-0.075070011,0.787147843
pk_germprincess,1.256822764,-1.75E-16,0.787147843
ethnic1American Indian,-2.837845182,3.40E-17,0.787667906
pk_germcanciller,NA,-5.17E-16,0.787667906
pk_cjusjober,NA,2.90E-16,0.787933413
pk_cjusi__ not sure,NA,-4.13E-17,0.788194442
ethnic1white,0.017970866,0.136672954,0.788578052
pk_germpjhgfd,NA,0.151894978,0.788578052
ethnic1cherokee indian and german,NA,-0.00351653,0.788831098
pk_germchancelor of germany,0.240018364,-2.35E-16,0.788831098
maugana,-0.204899455,-0.049347023,0.78888779
groupid1b_bla,-0.032711522,-3.32E-17,0.789008482
relig1_11_TEXTsda,0.281867355,7.73E-16,0.789684691
pk_germ pm germany,NA,2.34E-16,0.789684691
maugaus respresentative,NA,1.07E-16,0.789721121
ethnic2nana,1.342275511,-2.89E-16,0.790140092
ethnic1Spaniard,-0.390934257,-0.166055494,0.790497309
